"5beefd4d2bf4a4767e0df8108,10,5245.571,981.182,205.948,VODAFONE TR,Apple,-1.197737423269272,1.1133603632579328,-1.1233339747107982,-0.2635799704126835,2.161241654280424,2.651375473508834,0.810021435238502,1.5161746843204498,2.3512662349461912,-4.607631029805303,0.6782584829864978,-0.5553868206919194,3.5017263105991363,-0.764793818220234,1.54337501590631,-1.45784850625453,-1.0173217678905009,-1.8195204571876529,0.725629490824852,-1.4435796994716048,1.0871027266069413,2.1019929690052277,-0.2487963922831154,-0.5829204561707377,-1.330124896207762,1.4071682539691448,1.0535089762286662,-1.531511165766573,1.6674206185254812,0.2508192751340389,-0.0909068939331361,2.6764602749257804,-0.6208656636127561,0.1630551072941565,1.7200659042932986,-6.139390396019173,-0.3027240924468994,2.78426819474113,-3.135498589573574,-3.794420141138077,0.9304402534822368,-2.613336404291773,-2.0329030224694016,2.6457189742064475,-1.0234777508778858,1.6589858418832182,-1.5594060678070067,-2.161336047769904,30,58,""menu2, menu4, menu5"""
"867285b116c063d5a8482f5be,10,5184.876,557.6500000000001,487.587,TURKCELL,samsung,-2.33635188714838,2.5677658636662484,-0.494907693049255,0.9491013748128893,3.567556969456315,3.3578480065983536,0.4340913196791327,0.8858143958647728,1.4519371144165991,-3.1839054080150127,1.0238855241185814,1.165962923192644,2.915730169642401,-1.2805564581084132,3.018780762382746,-3.163132454514742,-1.1201732256182193,-2.7983778719916343,0.2870210826662063,-2.029428372655058,0.2598519998100567,0.9615540022099136,-0.533738264245341,-1.3111265388249398,-0.1438118305216837,-1.5617521663859368,1.9305430925653455,-0.9423479020665312,-0.0003830751658382,-1.3724374106884956,1.2253597218353391,2.7950926355876087,-0.9605085815612316,0.1139250059667453,1.048365383018589,-5.6965376127240654,0.9019733347716332,-0.0730447165139627,-2.366235282609439,-0.5997319088802815,0.8154962470273137,-0.9839382988024472,-1.4537560510282754,-0.0215469198819065,-0.195769863581469,2.7755128117223262,-0.3189801859512984,-4.291473236568361,21,45,""menu7, menu8, menu4"""
"c82a7cbd2e00d9b66c06bcadc,10,3835.618,3275.128,43.806,TURK TELEKOM,Redmi,-2.561455202634072,2.0617355453525903,-0.1845113275814533,1.062306372162199,4.197788206610179,1.5511805647075056,-0.5962177957987308,-0.6185008841370583,2.017303416095781,-4.6310711598300935,-0.66348976026268,-0.8375215731212139,1.821225201409793,-2.171022370780314,3.695090691497088,-0.9215618789993524,-2.873223891339332,-2.042132332305765,0.5325460378724479,-0.1277366251991081,0.450119325784626,2.71642880948734,-0.1782086317176437,0.0521972959118022,-0.5178618492101132,-0.0428863835306282,1.1569802179056643,-0.5270131819725895,-0.0884579573953247,-0.497279392561388,1.2029038682075262,2.742305520636225,-0.6226157563039064,1.756661790112114,2.058537570770216,-5.359064597051525,0.9285627474633694,1.1330996614975453,-3.099510609780419,-1.253228519193697,1.0566813842249692,-1.6687025165490628,-3.599403124060297,1.6738679901355504,0.6317904273933888,1.2931310869170427,-2.23090893006748,-2.3835240105404853,19,61,""menu2, menu8, menu4"""
"f2d2b25073ccc298eced86897,10,3532.544,154.509,64.724,TURKCELL,samsung,-2.529918315009007,3.358049673248291,-0.8513656178461075,1.6438757542984486,2.8492053244481563,3.887427218428284,1.8545213020245552,0.98818637276361,2.0656989222602844,-5.803765504007292,1.9314201423421145,0.151038451648646,3.144926236892438,-2.6730803185065746,0.3778821869993317,-2.6569502106063365,-0.3784859935488605,-3.2757556977927687,0.002770425273796,-0.6741961417445183,-0.2271105908564186,1.817213100267124,0.0680497402294025,-0.786775796862259,-1.707725087338233,-1.999539399860716,1.769580887889409,0.0493100671120691,0.2299933219848919,-0.3036350021258354,1.6591893594034672,1.692415072524786,-1.1047642079078437,1.2422642358809948,2.043422138567567,-3.8540303253533126,0.6487657672563553,0.9442808724142788,-3.0267203046801807,-1.8238627010093689,0.2036526872693514,-1.8614184389589787,-1.219658364713347,1.863494556330967,0.2131696705047702,1.0297103186908627,-1.1421850023793578,-4.466191288763023,2,41,""menu6, menu2, menu1"""
"7818c92a58af0f2cb7c361738,10,3344.192,787.896,715.115,VODAFONE TR,samsung,-2.922360988916874,2.0961240202990057,0.0607956026037454,-1.4875568279318332,3.2247875571704387,2.0919471338346005,-0.992961269340477,0.6860434007039868,2.089749851002586,-2.9741288818377973,-0.797498519213295,-1.459318099195093,2.397950342648655,-1.308208085931778,3.3814155391082465,-2.663701022830963,-2.2194882824480087,-1.7135308867689372,1.287623020617187,-2.2504612199247123,2.345008042312503,0.4028932874847817,-0.076521761962175,0.289081982712922,1.8470693920817376,1.42356111581223,1.888180826730299,-1.0222596513588906,1.0210542080895424,-0.8433863840079069,-0.859216723514185,2.5653663570642,0.4121787385959911,0.0678285678050422,0.3913786662947845,-5.9959426666903495,2.67544381145134,0.2034938253383159,-3.272418891104543,-1.417780891203606,2.1884026387092352,-0.1429027665467262,-1.8755445264550328,1.0244994039826676,-0.186423095776174,-0.0616257318831253,-1.462175361692691,-2.371206043072581,23,85,""menu6, menu2, menu8"""
"08773130c89b00852a36a6c5b,10,3011.76,1929.067,1183.204,TURKCELL,samsung,-1.7037966086254597,1.908198631945765,0.6479378829311753,-2.648655122171235,4.140597991834104,2.995899560358393,-0.5340198966767311,0.4429132879418087,0.3588654356723224,-2.1026611438071727,-0.1047979661104107,-0.8476902830619812,2.6117398061497688,-0.8337063450379181,1.8858632290747168,-2.3044821165807248,-2.2529347781158684,-1.9442166475414755,-0.0460578143512887,-3.224277192111111,1.712105523371649,0.2929125352847957,0.8370152729724216,-0.2187724613434481,0.8480648900930643,0.8501969528670787,2.40837755914073,-1.6178720516878604,-0.5938183217956925,-1.4039053297957895,0.2378616557912349,3.227634363139629,-1.4281285531707764,1.4121126979734258,1.1283288965272429,-4.97159472508049,2.5968220045542,0.5102568700029373,-3.6717743042097686,-2.497889665140784,1.5203609518791914,-1.471881543680739,-2.1442699749963285,-0.6857940817040157,0.2847686586140155,2.4924201930950165,1.2268333168114662,-2.875185037640607,18,70,""menu6, menu2, menu9"""
"5a0e7b559d8ca4fca42a99f1f,10,2996.122,511.165,154.459,TURKCELL,HUAWEI,-3.272534445276308,2.331859846945953,0.4510770945340371,-0.8433888794059574,2.7407880088475944,2.510321903581047,0.9076378718342544,0.8665215177970504,0.5467411765756035,-3.8906395582333086,-1.1754385730709076,-0.1122235540816831,2.476893357933542,-1.165862521045649,4.242841473259203,-2.7651700548993348,-1.8251625916084289,-1.8434739365989563,-0.4226187529311657,-2.113413478301048,1.8858591686991213,2.1628273892289163,-0.8564669676547718,-0.6925354731363249,0.9760687100524544,-0.6034712050507641,1.0907978489251733,-0.1931080793294477,1.2337315591437816,-1.5435607964236735,0.7702609152992654,2.948758905656838,-1.535617474887705,0.8378653529014493,-0.5987895260349378,-6.023679055641484,1.53761236965034,1.0755223831990957,-2.701316245751683,-1.720793456626022,2.264789548353076,-1.084344441883564,-0.3372458407176685,1.1985559015064715,-0.2226071488522577,0.8795861758244276,-0.1837791252754664,-2.499642476304054,29,49,""menu2, menu1, menu8"""
"f42645e0f55854a88de9ea8b3,10,2953.813,575.0699999999999,547.936,VODAFONE TR,samsung,-0.5835803942029333,1.365757879050398,-0.424092679785198,-0.4368390071182823,1.9597163480711817,1.6184694704114797,0.8780283680480957,0.3167580243880844,0.62458741706326,-4.840638291999484,0.4952120588564443,-1.8467675013305067,4.249667797068072,-0.529447243276,2.348166256932497,-2.5607810404027136,-2.8212232072437047,-2.7715473474429606,0.7772071676819563,-2.9383851596674444,2.5503759984410763,0.225914425142889,-0.4035306973083257,-0.1968365612753677,0.6276073757600308,-0.2265982121640801,1.2302331587195412,-1.5830329267945766,1.1507560637755394,1.335305184383607,1.854950567746091,2.113727978581762,-0.1218387984869861,0.0514623189526367,0.777611203781724,-5.306439895348978,0.0822548928636362,2.8050321489136936,-2.193528532708762,-0.9056423432641888,1.166181286789167,-4.0603390678288935,-0.8904792848397255,1.911226954185772,0.168113522231965,1.9973226014559269,-1.1165719197424353,-2.937683191425265,12,49,""menu7, menu2, menu1"""
"9856bbca3c56d2799034b4dda,10,2890.152,421.257,208.859,TURKCELL,samsung,-1.0909212099444867,1.390641456823373,0.9188927114649056,-0.288920411738081,2.8367152453220608,3.108199167050898,0.6150233888035918,-0.3625600663724518,1.8256528895561692,-5.014671354677195,0.4519035186625671,2.048077946876526,2.5349013500789166,-0.1753365968443703,2.8548862427393678,-2.895611847455931,-2.107663422276759,-3.4635118034252645,-1.2781940766324045,-2.046035005336285,0.4047420986848831,1.1731001577516555,0.1972380184849357,-0.5855142310122203,-0.4508238778839111,-0.7209263741901445,0.2240390437290382,-1.5038816931820391,0.6212092437749803,-0.9875928936021328,2.147994715383053,3.322093801389408,-0.16678386256361,1.460772591316104,0.8246023894660092,-5.456166344996786,0.7696305221361637,1.7846816868150353,-2.9280771013577462,-2.548477122088194,2.147445702368164,-1.173573166656828,-1.6785075281543256,1.177748036898303,0.3629406147409916,1.1812925939000607,-1.5462700635365962,-2.5253210292735337,20,45,""menu6, menu2, menu9"""
"ef747790facdcad197472a68d,10,2838.181,311.183,250.555,TURKCELL,Apple,-1.0408726294873476,0.6000453423821807,0.5382707134694099,-0.9420517158881544,3.4547226298367977,2.735430149152994,1.0822949873309256,0.2950180130736541,0.5341735711141109,-3.3096994707888245,-0.0989082655849915,1.240643244294238,3.470498106902409,-1.174141371675718,3.443141115568757,-1.9534789298027757,-1.4514374537126542,-2.937149764530766,-0.6759335434525251,-2.1326082505352497,1.9417350117079255,2.090817676704764,-1.3869514126740932,-0.716596839759922,0.1524869710655391,-0.4783022569908571,0.3931074600482559,-1.725159535691023,0.9692887266767668,-2.435526613871956,-0.2112019978772306,3.1998396692870616,-0.056020216623332,0.5923998221723604,-0.2029263063954067,-6.451860732163906,1.067508567868495,1.3598636058604836,-2.841079686334574,-0.6793890957300663,1.7885903160923005,-1.071831220685196,-0.3528600983766269,0.6682141755717278,0.5996100087282658,0.5471781874271584,-0.3644198758308363,-2.790732842065191,17,44,""menu2, menu4, menu5"""
